Project_ID,Project_Title,Total_Cost_KES,Funding_Type,Funding_Source,Start_Date_Planned,Start_Date_Actual,Duration_Months,Vision_2030_Flagship,MTEF_Sector,Implementing_Agency,Implementation_Status
2011/052893,Water Resources Conservation And Management,485865460.0,gok; unspecified,government of kenya,2010-07-01,2010-07-01,36.0,unspecified,unspecified,128 - mrda - ewaso ngiro north dev. authority (ennda),Ongoing
2011/052910,Erection Of Prefab Lecture Parlour Offices To Completion,1800000.0,grant,106 - moes&t - kabianga university college,2010-10-01,2010-10-01,3.0,unspecified,unspecified,106 - moes&t - kabianga university college,Completed
2011/052990,Construction Of Dr Offices In Laikipia East,3700000.0,gok; unspecified,government of kenya,2010-06-27,2010-06-29,13.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2011/052996,Construction Of Dr'S Office Kirinyaga South,2800000.0,gok,government of kenya,2010-07-26,2010-09-06,9.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2011/053030,Voi Prison - Construction Of Prisoners' Wards,2550000.0,gok; unspecified,government of kenya,2009-07-01,2009-07-01,11.0,unspecified,unspecified,102 - ministry of interior and coordination of national government,Ongoing
2011/053031,Construction Of Prisoners Ward (Wundanyi),1500000.0,gok; unspecified,government of kenya,2009-07-01,2009-08-01,10.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Completed
2011/053035,Voi Prison - Elimination Of The Bucket Toilets And Sewerage System,530000.0,gok; unspecified,government of kenya,2008-09-01,2008-09-15,33.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Completed
2011/053036,Construction Of Prisoners Kitchen In Wundanyi,1087000.0,gok; unspecified,government of kenya,2010-07-01,2010-08-02,11.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2011/053037,Rri Phase Ii Staff Houses In Thika Prison,11050000.0,gok; unspecified,government of kenya,2008-07-01,2008-08-01,34.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2011/053039,"Refurbishment Of Toilets, Dining Hall, Construction Of Sewerline, Re-Fencing, Portioning Of The Prison And Electrical Wiring (Manyani )",24400000.0,gok; unspecified,government of kenya,2009-08-14,2009-08-14,10.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2011/053040,"Construcion Of Perimeter Wall, Duty Office, Clinic Welfare And Concrete Ceiling To Existing Wards (Manyani B)",24400000.0,gok; unspecified,government of kenya,2009-07-01,2009-08-01,11.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2011/053041,"Manyani Main Prison - Construction Of Gate Lodge, Administration Block, Visiting Bay, Security Office, Guard Room And Documentation Office",24400000.0,gok; unspecified,government of kenya,2009-08-17,2009-08-17,10.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2011/053042,Malindi Prison - Construction Of Prisoners' Ward (Mixed Block),7300000.0,gok; unspecified,government of kenya,2008-08-18,2008-08-18,10.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Completed
2011/053043,Malindi Prison - Construction Of Women Accomodation Ward,1911779.0,gok; unspecified,government of kenya,2007-08-10,2007-08-30,22.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Completed
2011/053045,Kwale Prison - Construction Of Kitchen,8600000.0,gok; unspecified,government of kenya,2009-08-17,2009-08-28,15.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Completed
2011/053046,Kwale Prison - Construction Of Prisoners' Ward,2000000.0,gok; unspecified,government of kenya,2010-08-16,2010-09-01,10.0,unspecified,"governance, justice, law and order (gjlos); unallocated",102 - ministry of interior and coordination of national government,Ongoing
2011/053048,Kwale Prison - Completion Of A Mixed Block,6000000.0,gok; unspecified,government of kenya,2008-08-06,2008-08-12,10.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Completed
2011/053050,Maranjau Prison &Nbsp;- Barrier Gate And Gate Lodge,4875000.0,gok,government of kenya,2010-08-02,2010-08-16,10.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2011/053051,Kwale Prison - Construction Of Office Administration Block,4000000.0,gok; unspecified,government of kenya,2009-08-04,2009-09-16,13.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Completed
2011/053052,Shimo La Tewa Medium Prison - Construction Of Prisoners' Ward,3000000.0,gok; unspecified,government of kenya,2008-08-13,2008-08-26,10.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Completed
2011/053054,Construction Of Embu West Provincial And District Probation Office,12712660.0,unspecified,government of kenya,2009-07-15,2009-07-29,13.0,unspecified,"governance, justice, law and order (gjlos); unallocated",102 - ministry of interior and coordination of national government,Ongoing
2011/053055,Construction Of Kitchen (Taveta),4000000.0,gok,government of kenya,2010-07-01,2010-07-01,11.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2011/053058,Pstc-Rri White House,6000000.0,gok; unspecified,government of kenya,2008-07-01,2008-08-01,22.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Completed
2011/053060,Kaloleni Prison - Completion Of Mixed Block,3000000.0,gok; unspecified,government of kenya,2008-08-11,2008-06-13,12.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Completed
2011/053067,Kitui Main Prison - Raising Walls And Re-Roofing,4615000.0,gok; unspecified,government of kenya,2009-08-11,2009-08-19,22.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2011/053068,Pstc - Band Gymnassium,7500000.0,gok; unspecified,government of kenya,2009-08-01,2009-08-15,22.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2011/053069,Construction Of Prisoners' Ward (Garissa Medium),4900000.0,gok; unspecified,government of kenya,2008-07-01,2008-08-01,22.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Completed
2011/053070,Kitui Main Prison - Construction Of Watch Tower,889000.0,gok; unspecified,government of kenya,2009-08-04,2009-08-10,22.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2011/053072,Pstc - Construction Of A Church,18000000.0,gok,government of kenya,2009-07-01,2009-07-30,23.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2011/053076,Probation: Construction Of Office/Non Residential Office Block In Kisumu West(Maseno),4000000.0,unspecified,government of kenya,2009-07-01,2009-07-01,23.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2011/053077,Kitui Main Prison - Construction Of Modern Kitchen,3266000.0,gok; unspecified,government of kenya,2009-08-11,2009-08-11,22.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2011/053079,Kitui Main Prison - Completion Of Ward And Administration Block,3700000.0,gok; unspecified,government of kenya,2008-08-12,2008-08-12,22.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Completed
2011/053080,Probation: Refurbishment Of Non Residential Buildings In Homa Bay,500000.0,unspecified,government of kenya,2009-07-01,2009-07-01,23.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2011/053081,Ruiru Prison- Staff Toilets,4000000.0,gok; unspecified,government of kenya,2009-07-01,2009-08-03,22.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Completed
2011/053085,Garissa Main Prison - Construction Of Staff Houses,7385000.0,gok; unspecified,government of kenya,2009-08-10,2009-06-16,22.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2011/053086,Ruiru Prison-Upgrading Of Main Gate And Armory,4000000.0,gok; unspecified,government of kenya,2008-06-02,2008-09-01,21.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Pipelined
2011/053089,Probation: Refurbishment Of Non Residential Buildings In Rachuonyo,1800000.0,unspecified,government of kenya,2009-07-01,2009-07-01,23.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2011/053090,Construction Of Office/Non-Residential Buildings In Suba District Probation Office,4500000.0,unspecified,government of kenya,2009-07-01,2009-07-01,23.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2011/053091,Garissa Main Prison - Construction Of Sewerage,2467000.0,gok; unspecified,government of kenya,2009-08-04,2009-09-22,10.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Stalled
2011/053092,Residential House (Garissa Medium),2400000.0,gok; unspecified,government of kenya,2009-07-01,2009-08-01,23.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2011/053097,Nyahururu Prison &Nbsp;Adminstration Block,3000000.0,gok; unspecified,government of kenya,2009-07-15,2009-09-01,22.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2011/053100,Kangeta Prison - Construction Of Modern Kitchen,3750000.0,gok; unspecified,government of kenya,2009-08-10,2009-08-10,22.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2011/053101,Probation: Construction Of Office/Non-Residential Buildings Migori,2500000.0,unspecified,government of kenya,2008-07-01,2008-07-01,35.0,unspecified,unspecified,102 - ministry of interior and coordination of national government,Ongoing
2011/053102,Nyahururu &Nbsp;Prison - Construction Of Prisoners Ward,2500000.0,gok; unspecified,government of kenya,2009-08-03,2009-08-10,22.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2011/053104,Construction Of Sewerage And Septic Tank (Uruku Prison),1920000.0,gok; unspecified,government of kenya,2009-07-01,2009-08-01,10.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Completed
2011/053105,Embu Main Prison - Biogas Jiko,4148000.0,gok; unspecified,government of kenya,2009-08-10,2009-08-10,9.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Completed
2011/053107,Kamiti Medium - Construction Of The Counseling Rooms,1583000.0,gok; unspecified,government of kenya,2009-08-14,2009-08-31,21.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2011/053108,Embu Main Prison - Construction Of Mixed Block,11000000.0,gok; unspecified,government of kenya,2009-08-19,2009-09-02,22.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2011/053110,Machakos Main Prison - Completion Of Ward,4000000.0,gok; unspecified,government of kenya,2008-08-11,2008-08-19,22.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Completed
2011/053116,Construction Of Administration Block In Uruku Prison,5201000.0,gok; unspecified,government of kenya,2009-07-01,2009-08-01,23.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2011/053118,Makueni Prison - Completion Of Prisoners' Wards,4000000.0,gok; unspecified,government of kenya,2007-08-20,2007-08-20,21.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Completed
